Internal ID Number,Name,Common Name,Type,Constellation,V,RAJ2000,DEJ2000
Gal_Pyx_NGC 2821,NGC 2821,,Gal,Pyxis,14.0,139.2002,-26.8167
notype_Cnc_IC 2455,IC 2455,,-,Cancer,,139.2002,20.1167
Gal_Cnc_NGC 2806,NGC 2806,,Gal,Cancer,15.0,139.2502,20.05
Gal_Cnc_NGC 2807,NGC 2807,,Gal,Cancer,15.0,139.2502,20.0334
Gal_Cnc_NGC 2809,NGC 2809,,Gal,Cancer,14.0,139.2752,20.0667
Gal_Cnc_IC 2457,IC 2457,,Gal,Cancer,14.0,139.2752,20.0834
Gal_Hya_NGC 2817,NGC 2817,,Gal,Hydra,13.0,139.3252,-4.7333
Gal_Lyn_NGC 2798,NGC 2798,,Gal,Lynx,12.3,139.3502,42.0
Gal_Lyn_NGC 2799,NGC 2799,,Gal,Lynx,14.0,139.3752,42.0
notype_Lyn_IC 2456,IC 2456,,-,Lynx,,139.3752,34.7834
Gal_Cnc_NGC 2812,NGC 2812,,Gal,Cancer,15.0,139.4002,19.9167
Gal_Cnc_NGC 2813,NGC 2813,,Gal,Cancer,15.0,139.4252,19.9
Gal_Hya_NGC 2835,NGC 2835,,Gal,Hydra,11.0,139.4752,-22.35
Gal_Hya_IC  531,IC  531,,Gal,Hydra,15.0,139.4752,-0.2833
Gal_Cnc_NGC 2819,NGC 2819,,Gal,Cancer,14.0,139.5502,16.2167
Gal_Hya_NGC 2837,NGC 2837,,Gal,Hydra,14.0,139.6002,-16.5
Gal_Cam_IC  529,IC  529,,Gal,Camelopardalis,13.0,139.6251,73.7667
Gal_UMa_NGC 2800,NGC 2800,,Gal,Ursa Major,14.0,139.6502,52.5167
Gal_Vel_NGC 2845,NGC 2845,,Gal,Vela,,139.6502,-38.0
Gal_Cnc_NGC 2824,NGC 2824,,Gal,Cancer,14.0,139.7502,26.2667
notype_Hya_IC  532,IC  532,,-,Hydra,,139.7502,-16.7667
notype_Lyn_IC 2459,IC 2459,,-,Lynx,,139.7752,34.8834
Gal_Lyn_NGC 2827,NGC 2827,,Gal,Lynx,15.0,139.8002,33.8667
Gal_UMa_NGC 2787,NGC 2787,,Gal,Ursa Major,10.8,139.8251,69.2001
Gal_Lyn_NGC 2823,NGC 2823,,Gal,Lynx,16.0,139.8252,34.0
OpC_Vel_NGC 2849,NGC 2849,,OpC,Vela,,139.8252,-40.5167
notype_Lyn_IC 2460,IC 2460,,-,Lynx,,139.8252,33.85
Gal_Lyn_NGC 2825,NGC 2825,,Gal,Lynx,16.0,139.8502,33.7334
Gal_Lyn_NGC 2826,NGC 2826,,Gal,Lynx,15.0,139.8502,33.6167
Gal_Lyn_NGC 2828,NGC 2828,,Gal,Lynx,15.0,139.8752,33.8834
Gal_Lyn_NGC 2829,NGC 2829,,Gal,Lynx,,139.8752,33.6667
Gal_Lyn_NGC 2830,NGC 2830,,Gal,Lynx,15.0,139.9252,33.7334
Gal_Lyn_NGC 2831,NGC 2831,,Gal,Lynx,13.6,139.9252,33.7334
Gal_Lyn_NGC 2832,NGC 2832,,Gal,Lynx,11.5,139.9502,33.7334
Gal_Lyn_NGC 2833,NGC 2833,,Gal,Lynx,15.0,139.9752,33.9334
notype_Hya_NGC 2846,NGC 2846,,-,Hydra,,139.9752,-14.6833
Gal_Lyn_IC 2461,IC 2461,,Gal,Lynx,15.0,139.9752,37.1667
Gal_Lyn_NGC 2834,NGC 2834,,Gal,Lynx,15.0,140.0002,33.7167
Gal_Hya_NGC 2847,NGC 2847,,Gal,Hydra,15.0,140.0252,-16.5167
Gal_Hya_NGC 2848,NGC 2848,,Gal,Hydra,12.1,140.0502,-16.5333
Gal_UMa_NGC 2805,NGC 2805,,Gal,Ursa Major,11.3,140.0752,64.1001
Gal_Cnc_NGC 2843,NGC 2843,,Gal,Cancer,,140.1002,18.95
notype_Hya_IC  533,IC  533,,-,Hydra,,140.1002,-4.0
Gal_Lyn_NGC 2839,NGC 2839,,Gal,Lynx,15.0,140.1502,33.6667
Gal_Hya_NGC 2851,NGC 2851,,Gal,Hydra,15.0,140.1502,-16.4667
Gal_Lyn_NGC 2838,NGC 2838,,Gal,Lynx,14.0,140.1752,39.3167
Gal_Lyn_NGC 2840,NGC 2840,,Gal,Lynx,15.0,140.2002,35.3834
Gal_Hya_NGC 2850,NGC 2850,,Gal,Hydra,,140.2502,-4.9167
notype_UMa_NGC 2816,NGC 2816,,-,Ursa Major,,140.2752,60.4501
Gal_UMa_NGC 2814,NGC 2814,,Gal,Ursa Major,13.8,140.3002,64.2501
Gal_Hya_IC  534,IC  534,,Gal,Hydra,15.0,140.3002,3.15
PN_Car_NGC 2867,NGC 2867,,PN,Carina,10.0,140.3502,-58.3167
Gal_Hya_NGC 2855,NGC 2855,,Gal,Hydra,11.6,140.3752,-11.9167
Gal_UMa_IC 2458,IC 2458,,Gal,Ursa Major,15.0,140.4002,64.2334
Gal_UMa_NGC 2820,NGC 2820,,Gal,Ursa Major,12.8,140.4502,64.2667
Gal_Lyn_NGC 2844,NGC 2844,,Gal,Lynx,12.9,140.4502,40.15
Gal_UMa_NGC 2841,NGC 2841,,Gal,Ursa Major,9.3,140.5002,50.9667
notype_Vel_NGC 2866,NGC 2866,,-,Vela,,140.5002,-51.0834
Gal_UMa_NGC 2810,NGC 2810,,Gal,Ursa Major,13.0,140.5251,71.8334
Gal_Hya_IC  535,IC  535,,Gal,Hydra,16.0,140.5502,-1.05
Gal_Hya_NGC 2858,NGC 2858,,Gal,Hydra,14.0,140.7252,3.15
notype_Leo_IC 2462,IC 2462,,-,Leo,,140.7252,22.6834
Gal_Leo_IC 2463,IC 2463,,Gal,Leo,16.0,140.7502,22.6167
Gal_Pyx_IC 2469,IC 2469,,Gal,Pyxis,,140.7502,-32.45
Gal_Lyn_NGC 2852,NGC 2852,,Gal,Lynx,14.0,140.8002,40.1667
Gal_Lyn_NGC 2853,NGC 2853,,Gal,Lynx,14.0,140.8252,40.2
Gal_Car_NGC 2887,NGC 2887,,Gal,Carina,,140.8252,-63.8167
notype_Hya_NGC 2868,NGC 2868,,-,Hydra,,140.8502,-10.4167
Gal_Leo_IC 2464,IC 2464,,Gal,Leo,15.0,140.8502,22.5834
Gal_Hya_NGC 2865,NGC 2865,,Gal,Hydra,11.4,140.8752,-23.1667
Gal_Hya_NGC 2861,NGC 2861,,Gal,Hydra,14.0,140.9002,2.1333
Gal_Hya_NGC 2863,NGC 2863,,Gal,Hydra,13.0,140.9002,-10.4
notype_Hya_NGC 2869,NGC 2869,,-,Hydra,,140.9002,-10.4333
notype_Leo_IC 2465,IC 2465,,-,Leo,,140.9002,24.45
Gal_Leo_IC 2466,IC 2466,,Gal,Leo,15.0,140.9252,24.5167
Gal_UMa_NGC 2854,NGC 2854,,Gal,Ursa Major,14.0,141.0002,49.2167
Gal_UMa_NGC 2856,NGC 2856,,Gal,Ursa Major,14.0,141.0502,49.2501
Gal_Hya_NGC 2864,NGC 2864,,Gal,Hydra,15.0,141.0502,5.95
Gal_LMi_NGC 2859,NGC 2859,,Gal,Leo Minor,10.7,141.0752,34.5167
Gal_UMa_NGC 2857,NGC 2857,,Gal,Ursa Major,14.0,141.1252,49.3501
Gal_Leo_IC  536,IC  536,,Gal,Leo,15.0,141.1502,25.1167
Gal_Lyn_NGC 2860,NGC 2860,,Gal,Lynx,15.0,141.2252,41.0667
Gal_Leo_NGC 2862,NGC 2862,,Gal,Leo,14.0,141.2252,26.7667
notype_LMi_IC 2467,IC 2467,,-,Leo Minor,,141.2252,38.3334
notype_LMi_IC 2468,IC 2468,,-,Leo Minor,,141.2502,38.3334
notype_Hya_IC 2470,IC 2470,,-,Hydra,,141.2502,3.3833
Gal_Hya_NGC 2876,NGC 2876,,Gal,Hydra,14.0,141.3002,-6.7167
Gal_Pyx_NGC 2883,NGC 2883,,Gal,Pyxis,,141.3002,-34.0834
Gal_Hya_IC 2471,IC 2471,,Gal,Hydra,14.0,141.3002,-6.8333
Str_Hya_NGC 2879,NGC 2879,,Str,Hydra,,141.3502,-11.6667
Gal_Hya_IC  537,IC  537,,Gal,Hydra,14.0,141.3502,-12.3833
notype_Leo_NGC 2871,NGC 2871,,-,Leo,,141.4252,11.45
Gal_Leo_NGC 2872,NGC 2872,,Gal,Leo,13.0,141.4252,11.4334
Gal_Leo_NGC 2874,NGC 2874,,Gal,Leo,14.0,141.4502,11.4334
Gal_Leo_NGC 2875,NGC 2875,,Gal,Leo,15.0,141.4502,11.4334
Gal_Hya_NGC 2877,NGC 2877,,Gal,Hydra,14.0,141.4502,2.2167
Gal_Hya_NGC 2878,NGC 2878,,Gal,Hydra,15.0,141.4502,2.0833
Gal_Leo_NGC 2873,NGC 2873,,Gal,Leo,15.0,141.4752,11.45
Gal_Hya_NGC 2881,NGC 2881,,Gal,Hydra,14.0,141.4752,-11.9833
Gal_Cha_NGC 2915,NGC 2915,,Gal,Chamaleon,12.6,141.55,-76.6334
Gal_Pyx_NGC 2888,NGC 2888,,Gal,Pyxis,12.5,141.5752,-28.0334
Gal_Hya_NGC 2884,NGC 2884,,Gal,Hydra,13.0,141.6002,-11.55
Gal_Leo_NGC 2882,NGC 2882,,Gal,Leo,13.0,141.6252,7.9333
Str_Hya_NGC 2886,NGC 2886,,Str,Hydra,,141.6252,-21.7667
Gal_Leo_IC 2472,IC 2472,,Gal,Leo,15.0,141.6252,21.3834
Gal_Hya_NGC 2890,NGC 2890,,Gal,Hydra,15.0,141.6502,-14.5333
Gal_Pyx_NGC 2891,NGC 2891,,Gal,Pyxis,14.0,141.7002,-24.8167
notype_Vel_IC 2484,IC 2484,,-,Vela,,141.7002,-42.85
PN_Vel_NGC 2899,NGC 2899,,PN,Vela,,141.7502,-56.1
Gal_Hya_IC 2482,IC 2482,,Gal,Hydra,13.0,141.7502,-12.1
Gal_Hya_NGC 2889,NGC 2889,,Gal,Hydra,11.8,141.8002,-11.6333
notype_Leo_IC 2474,IC 2474,,-,Leo,,141.8002,23.0334
notype_Ant_IC 2485,IC 2485,,-,Antlia,,141.8002,-39.2834
Gal_Leo_IC  538,IC  538,,Gal,Leo,,141.8502,23.0167
Gal_Leo_IC 2473,IC 2473,,Gal,Leo,15.0,141.8502,30.4334
Gal_Hya_IC 2481,IC 2481,,Gal,Hydra,14.0,141.8503,3.9333
OpC_Vel_IC 2488,IC 2488,,OpC,Vela,7.0,141.9002,-56.9834
Gal_UMa_NGC 2870,NGC 2870,,Gal,Ursa Major,14.0,141.9502,57.3834
Nb_Leo_IC 2475,IC 2475,,Nb,Leo,,141.9752,29.8
Gal_Leo_IC 2476,IC 2476,,Gal,Leo,,141.9752,29.9834
notype_Leo_IC 2477,IC 2477,,-,Leo,,141.9752,29.7
Nb_Leo_IC 2478,IC 2478,,Nb,Leo,,141.9752,30.0167
Nb_Leo_IC 2479,IC 2479,,Nb,Leo,,142.0252,30.0
Nb_Leo_IC 2480,IC 2480,,Nb,Leo,,142.0502,29.7167
Gal_Hya_IC  539,IC  539,,Gal,Hydra,14.0,142.2753,-2.55
Gal_Leo_NGC 2894,NGC 2894,,Gal,Leo,13.0,142.3503,7.7167
Gal_Leo_IC 2483,IC 2483,,Gal,Leo,16.0,142.3752,31.0
Gal_UMa_NGC 2880,NGC 2880,,Gal,Ursa Major,11.6,142.4002,62.5001
Gal_Leo_NGC 2885,NGC 2885,,Gal,Leo,,142.4002,22.95
Gal_Hya_NGC 2897,NGC 2897,,Gal,Hydra,,142.4503,2.2
Gal_Hya_NGC 2898,NGC 2898,,Gal,Hydra,15.0,142.4503,2.05
Gal_Ant_NGC 2904,NGC 2904,,Gal,Antlia,13.0,142.5502,-30.3834
Gal_Leo_IC  540,IC  540,,Gal,Leo,15.0,142.5503,7.9
Gal_Leo_IC 2487,IC 2487,,Gal,Leo,,142.5502,20.1
Gal_Leo_NGC 2893,NGC 2893,,Gal,Leo,13.0,142.5752,29.5334
Gal_Leo_NGC 2896,NGC 2896,,Gal,Leo,15.0,142.5752,23.65
Gal_Hya_NGC 2900,NGC 2900,,Gal,Hydra,14.0,142.5753,4.1333
Gal_Leo_IC 2486,IC 2486,,Gal,Leo,15.0,142.5752,26.65
OpC_Vel_NGC 2910,NGC 2910,,OpC,Vela,7.2,142.6002,-52.9
notype_Hya_IC  541,IC  541,,-,Hydra,,142.6253,-4.25
Gal_Hya_NGC 2902,NGC 2902,,Gal,Hydra,13.0,142.7252,-14.7333
Gal_Hya_IC  543,IC  543,,Gal,Hydra,13.0,142.7252,-14.7333
Gal_Hya_IC  542,IC  542,,Gal,Hydra,15.0,142.8002,-13.1667
notype_Hya_IC 2489,IC 2489,,-,Hydra,,142.8003,-5.8833
Gal_Hya_NGC 2907,NGC 2907,,Gal,Hydra,13.0,142.9002,-16.7333
Gal_Leo_NGC 2903,NGC 2903,,Gal,Leo,8.9,143.0502,21.5
Gal_Leo_NGC 2905,NGC 2905,,Gal,Leo,10.0,143.0502,21.5167
Gal_Leo_NGC 2906,NGC 2906,,Gal,Leo,13.0,143.0503,8.45
Gal_UMa_NGC 2895,NGC 2895,,Gal,Ursa Major,14.0,143.1002,57.4834
notype_Leo_NGC 2901,NGC 2901,,-,Leo,,143.1002,31.1167
Gal_UMa_NGC 2892,NGC 2892,,Gal,Ursa Major,14.0,143.2251,67.6167
Nb_Leo_IC 2490,IC 2490,,Nb,Leo,,143.2752,29.9167
notype_Ant_IC 2492,IC 2492,,-,Antlia,,143.3002,-37.9
Gal_Leo_NGC 2912,NGC 2912,,Gal,Leo,,143.4253,10.15
OpC_Vel_NGC 2925,NGC 2925,,OpC,Vela,8.0,143.4252,-53.4334
Gal_Leo_NGC 2911,NGC 2911,,Gal,Leo,11.6,143.4503,10.15
Gal_Leo_NGC 2913,NGC 2913,,Gal,Leo,14.0,143.5003,9.4667
Gal_Leo_NGC 2914,NGC 2914,,Gal,Leo,13.1,143.5003,10.1167
Gal_Hya_NGC 2920,NGC 2920,,Gal,Hydra,,143.5752,-20.85
Gal_Hya_NGC 2917,NGC 2917,,Gal,Hydra,14.0,143.6253,-2.5
Gal_Hya_NGC 2921,NGC 2921,,Gal,Hydra,13.0,143.6752,-20.95
Gal_Leo_NGC 2919,NGC 2919,,Gal,Leo,14.0,143.7003,10.2834
Gal_Hya_IC  546,IC  546,,Gal,Hydra,14.0,143.7252,-16.3833
Gal_Leo_NGC 2916,NGC 2916,,Gal,Leo,12.0,143.7502,21.7
Gal_Hya_NGC 2924,NGC 2924,,Gal,Hydra,13.0,143.8002,-16.4
Gal_LMi_IC 2491,IC 2491,,Gal,Leo Minor,15.0,143.8002,34.7334
notype_Vel_NGC 2932,NGC 2932,,-,Vela,,143.8252,-46.95
Gal_Leo_NGC 2918,NGC 2918,,Gal,Leo,13.0,143.9502,31.7
Gal_Leo_IC  544,IC  544,,Gal,Leo,15.0,143.9752,24.9
Gal_Leo_NGC 2923,NGC 2923,,Gal,Leo,15.0,144.0002,16.75
Gal_Leo_IC  545,IC  545,,Gal,Leo,15.0,144.0252,24.95
notype_Hya_IC 2494,IC 2494,,-,Hydra,,144.0253,-12.4333
Gal_Hya_IC  547,IC  547,,Gal,Hydra,13.0,144.0503,-12.4167
Gal_LMi_IC 2493,IC 2493,,Gal,Leo Minor,15.0,144.0752,37.3834
Gal_Hya_NGC 2935,NGC 2935,,Gal,Hydra,12.0,144.1752,-21.1333
Gal_LMi_NGC 2922,NGC 2922,,Gal,Leo Minor,14.0,144.2002,37.6834
Gal_Leo_NGC 2927,NGC 2927,,Gal,Leo,14.0,144.3002,23.5834
Gal_Leo_NGC 2928,NGC 2928,,Gal,Leo,15.0,144.3252,16.9667
Gal_Leo_NGC 2929,NGC 2929,,Gal,Leo,14.0,144.3502,23.15
Gal_Leo_NGC 2926,NGC 2926,,Gal,Leo,14.0,144.3752,32.8334
Gal_Leo_NGC 2930,NGC 2930,,Gal,Leo,14.0,144.3752,23.2
Gal_Leo_NGC 2931,NGC 2931,,Gal,Leo,15.0,144.4002,23.2334
Gal_Hya_NGC 2945,NGC 2945,,Gal,Hydra,14.0,144.4002,-22.0333
Gal_Hya_NGC 2936,NGC 2936,,Gal,Hydra,13.1,144.4253,2.7333
Gal_Hya_NGC 2937,NGC 2937,,Gal,Hydra,13.6,144.4253,2.7333
Gal_Leo_NGC 2933,NGC 2933,,Gal,Leo,15.0,144.5003,17.0167
Gal_Leo_NGC 2934,NGC 2934,,Gal,Leo,15.0,144.5003,17.0167
Gal_Ant_NGC 2973,NGC 2973,,Gal,Antlia,,144.5002,-30.1334
Gal_Leo_NGC 2939,NGC 2939,,Gal,Leo,14.0,144.5253,9.5167
Gal_Leo_NGC 2940,NGC 2940,,Gal,Leo,15.0,144.5253,9.6
Gal_Leo_IC 2495,IC 2495,,Gal,Leo,15.0,144.5502,28.05
Gal_Dra_NGC 2938,NGC 2938,,Gal,Draco,14.0,144.575,76.3167
Gal_Leo_IC  548,IC  548,,Gal,Leo,15.0,144.5753,9.4334
Gal_Leo_NGC 2941,NGC 2941,,Gal,Leo,15.0,144.6003,17.05
notype_Hya_NGC 2947,NGC 2947,,-,Hydra,,144.6003,-12.4333
Gal_Leo_NGC 2943,NGC 2943,,Gal,Leo,14.0,144.6503,17.0334
notype_Car_IC 2504,IC 2504,,-,Carina,,144.6501,-69.0834
Gal_LMi_IC 2496,IC 2496,,Gal,Leo Minor,15.0,144.6752,34.7167
PN_Car_IC 2501,IC 2501,,PN,Carina,11.0,144.7002,-60.0834
Gal_Leo_NGC 2948,NGC 2948,,Gal,Leo,14.0,144.7253,6.95
Gal_LMi_NGC 2942,NGC 2942,,Gal,Leo Minor,13.0,144.7752,34.0
Gal_Leo_NGC 2946,NGC 2946,,Gal,Leo,15.0,144.7753,17.0167
Gal_Leo_NGC 2944,NGC 2944,,Gal,Leo,15.0,144.8252,32.3167
notype_Hya_NGC 2952,NGC 2952,,-,Hydra,,144.8253,-10.15
Gal_Hya_NGC 2956,NGC 2956,,Gal,Hydra,,144.8252,-19.1
Gal_Hya_NGC 2951,NGC 2951,,Gal,Hydra,15.0,144.9253,-0.2333
Gal_Leo_NGC 2949,NGC 2949,,Gal,Leo,15.0,145.0003,16.7834
OpC_Vel_NGC 2972,NGC 2972,,OpC,Vela,9.9,145.0752,-50.3334
notype_Leo_NGC 2953,NGC 2953,,-,Leo,,145.1003,14.8334
Gal_Leo_NGC 2954,NGC 2954,,Gal,Leo,13.0,145.1253,14.9167
Gal_Hya_IC  550,IC  550,,Gal,Hydra,14.0,145.1253,-6.9333
Gal_Leo_NGC 2958,NGC 2958,,Gal,Leo,14.0,145.1503,11.8834
Gal_Hya_NGC 2960,NGC 2960,,Gal,Hydra,13.0,145.1503,3.5667
notype_Hya_IC  549,IC  549,,-,Hydra,,145.1753,3.9833
Gal_Hya_IC  553,IC  553,,Gal,Hydra,,145.1753,-5.4333
Gal_Hya_NGC 2962,NGC 2962,,Gal,Hydra,11.7,145.2253,5.1667
Gal_Leo_IC  551,IC  551,,Gal,Leo,14.0,145.2253,6.9333
notype_LMi_IC 2497,IC 2497,,-,Leo Minor,,145.2752,34.7
Gal_Hya_NGC 2975,NGC 2975,,Gal,Hydra,,145.3003,-16.65
Gal_LMi_NGC 2955,NGC 2955,,Gal,Leo Minor,12.7,145.3252,35.8834
Gal_Leo_IC  552,IC  552,,Gal,Leo,14.0,145.3253,10.6334
Gal_Leo_IC 2498,IC 2498,,Gal,Leo,15.0,145.3252,28.1
notype_Leo_IC 2499,IC 2499,,-,Leo,,145.3502,27.9
Gal_Sex_NGC 2969,NGC 2969,,Gal,Sextans,13.0,145.4503,-8.6167
notype_Leo_IC  554,IC  554,,-,Leo,,145.4503,12.4334
Gal_Leo_IC  555,IC  555,,Gal,Leo,14.0,145.4753,12.2834
Gal_Sex_NGC 2967,NGC 2967,,Gal,Sextans,11.6,145.5253,0.3333
Gal_Sex_NGC 2966,NGC 2966,,Gal,Sextans,14.0,145.5503,4.6667
notype_LMi_IC 2500,IC 2500,,-,Leo Minor,,145.5752,36.3334
notype_Vel_NGC 2982,NGC 2982,,-,Vela,,145.6002,-44.2
Gal_UMa_NGC 2950,NGC 2950,,Gal,Ursa Major,11.0,145.6502,58.8501
Gal_Sex_NGC 2974,NGC 2974,,Gal,Sextans,10.8,145.6503,-3.7
Gal_Leo_NGC 2964,NGC 2964,,Gal,Leo,11.3,145.7252,31.85
Gal_Sex_NGC 2979,NGC 2979,,Gal,Sextans,14.0,145.7753,-10.3833
Gal_LMi_NGC 2965,NGC 2965,,Gal,Leo Minor,14.0,145.8002,36.2334
Gal_Leo_NGC 2968,NGC 2968,,Gal,Leo,11.8,145.8002,31.9334
Gal_Sex_NGC 2980,NGC 2980,,Gal,Sextans,13.0,145.8003,-9.6167
notype_LMi_IC 2502,IC 2502,,-,Leo Minor,,145.8002,33.1334
notype_LMi_IC 2503,IC 2503,,-,Leo Minor,,145.8002,33.1834
Gal_Sex_NGC 2978,NGC 2978,,Gal,Sextans,14.0,145.8253,-9.75
Gal_Dra_NGC 2908,NGC 2908,,Gal,Draco,14.0,145.8749,79.6834
Gal_Leo_NGC 2970,NGC 2970,,Gal,Leo,14.0,145.8752,31.9834
Gal_Leo_NGC 2984,NGC 2984,,Gal,Leo,14.0,145.9003,11.0667
Gal_LMi_NGC 2971,NGC 2971,,Gal,Leo Minor,15.0,145.9252,36.1667
Gal_Hya_NGC 2983,NGC 2983,,Gal,Hydra,11.7,145.9253,-20.4833
Gal_Leo_IC  556,IC  556,,Gal,Leo,14.0,145.9253,11.0667
Gal_Dra_NGC 2977,NGC 2977,,Gal,Draco,13.0,145.9501,74.8667
Gal_UMa_NGC 2909,NGC 2909,,Gal,Ursa Major,14.0,146.0002,65.9834
notype_Vel_NGC 2995,NGC 2995,,-,Vela,,146.0252,-54.7834
Gal_Leo_IC  557,IC  557,,Gal,Leo,15.0,146.0253,10.9834
Gal_Hya_NGC 2986,NGC 2986,,Gal,Hydra,10.9,146.0752,-21.2833
Gal_Ant_IC 2507,IC 2507,,Gal,Antlia,,146.1502,-31.7834
Gal_Leo_IC  559,IC  559,,Gal,Leo,15.0,146.1753,9.6167
Gal_Leo_NGC 2981,NGC 2981,,Gal,Leo,15.0,146.2502,31.1
Gal_Leo_IC  558,IC  558,,Gal,Leo,15.0,146.2502,29.45
Gal_UMa_NGC 2959,NGC 2959,,Gal,Ursa Major,14.0,146.2751,68.6001
notype_Leo_IC 2505,IC 2505,,-,Leo,,146.2752,27.2667
notype_Vel_NGC 2999,NGC 2999,,-,Vela,,146.3002,-50.4334
notype_Leo_IC 2506,IC 2506,,-,Leo,,146.3002,27.25
Gal_UMa_NGC 2961,NGC 2961,,Gal,Ursa Major,,146.3501,68.6001
Gal_Hya_NGC 2989,NGC 2989,,Gal,Hydra,13.0,146.3503,-18.3833
Gal_Sex_NGC 2987,NGC 2987,,Gal,Sextans,14.0,146.4003,4.9333
Gal_Ant_NGC 2997,NGC 2997,,Gal,Antlia,11.0,146.4002,-31.1834
Gal_Hya_NGC 2992,NGC 2992,,Gal,Hydra,11.9,146.4253,-14.3333
Gal_Hya_NGC 2993,NGC 2993,,Gal,Hydra,12.6,146.4503,-14.3667
Gal_Sex_IC  560,IC  560,,Gal,Sextans,15.0,146.4753,-0.2667
Gal_Sex_IC  561,IC  561,,Gal,Sextans,15.0,146.5003,3.1333
Gal_Sex_IC  562,IC  562,,Gal,Sextans,,146.5253,-3.9667
Gal_Sex_NGC 2990,NGC 2990,,Gal,Sextans,12.8,146.5753,5.7167
Gal_Ant_NGC 3001,NGC 3001,,Gal,Antlia,13.0,146.5752,-30.4334
Gal_Sex_IC  563,IC  563,,Gal,Sextans,,146.5753,3.05
Gal_Sex_IC  564,IC  564,,Gal,Sextans,,146.6003,3.0667
Gal_Hya_NGC 2996,NGC 2996,,Gal,Hydra,14.0,146.6253,-21.6
Gal_Leo_NGC 2988,NGC 2988,,Gal,Leo,14.0,146.7003,22.0167
Gal_Leo_NGC 2991,NGC 2991,,Gal,Leo,14.0,146.7003,22.0167
Str_Sex_IC 2509,IC 2509,,Str,Sextans,,146.7253,5.7167
Gal_LMi_IC 2508,IC 2508,,Gal,Leo Minor,16.0,146.7752,33.5
Gal_Leo_NGC 2994,NGC 2994,,Gal,Leo,14.0,146.8003,22.1
Gal_UMa_NGC 2976,NGC 2976,,Gal,Ursa Major,10.2,146.8251,67.9167
Gal_Sex_NGC 3007,NGC 3007,,Gal,Sextans,15.0,146.9003,-6.4333
Gal_Ant_IC 2510,IC 2510,,Gal,Antlia,,146.9252,-32.8334
Gal_Dra_NGC 2963,NGC 2963,,Gal,Draco,14.0,146.9501,72.9667
Gal_Leo_IC  565,IC  565,,Gal,Leo,15.0,146.9503,15.85
Gal_Dra_NGC 2957,NGC 2957,,Gal,Draco,15.0,146.9751,72.9667
Gal_LMi_NGC 3003,NGC 3003,,Gal,Leo Minor,11.7,147.1502,33.4167
Gal_UMa_NGC 2998,NGC 2998,,Gal,Ursa Major,13.0,147.1752,44.0834
Gal_Sex_NGC 3029,NGC 3029,,Gal,Sextans,,147.1753,-8.05
OpC_Vel_NGC 3033,NGC 3033,,OpC,Vela,8.8,147.2002,-56.4167
Gal_UMa_NGC 3002,NGC 3002,,Gal,Ursa Major,16.0,147.2502,44.0501
Str_UMa_NGC 3000,NGC 3000,,Str,Ursa Major,,147.2752,44.1334
Gal_Sex_NGC 3017,NGC 3017,,Gal,Sextans,14.0,147.2753,-2.8333
Str_UMa_NGC 3004,NGC 3004,,Str,Ursa Major,,147.3002,44.1167
Gal_UMa_NGC 3005,NGC 3005,,Gal,Ursa Major,16.0,147.3002,44.1334
Gal_Sex_NGC 3014,NGC 3014,,Gal,Sextans,14.0,147.3003,-4.7333
Gal_UMa_NGC 3006,NGC 3006,,Gal,Ursa Major,15.0,147.3252,44.0167
OpC_Car_NGC 3036,NGC 3036,,OpC,Carina,,147.3252,-62.6834
Gal_Sex_NGC 3015,NGC 3015,,Gal,Sextans,14.0,147.3503,1.1333
Gal_Ant_IC 2511,IC 2511,,Gal,Antlia,,147.3502,-32.85
Gal_Ant_IC 2512,IC 2512,,Gal,Antlia,,147.3502,-32.85
Gal_Hya_NGC 3025,NGC 3025,,Gal,Hydra,15.0,147.3753,-21.75
Gal_UMa_NGC 3008,NGC 3008,,Gal,Ursa Major,15.0,147.4002,44.0834
Gal_Leo_NGC 3011,NGC 3011,,Gal,Leo,14.0,147.4252,32.2167
Gal_Leo_NGC 3016,NGC 3016,,Gal,Leo,13.0,147.4253,12.7
Gal_Sex_NGC 3018,NGC 3018,,Gal,Sextans,14.0,147.4253,0.6167
Gal_LMi_NGC 3012,NGC 3012,,Gal,Leo Minor,15.0,147.4502,34.7
Gal_Sex_NGC 3022,NGC 3022,,Gal,Sextans,14.0,147.4503,-5.15
Gal_Sex_NGC 3023,NGC 3023,,Gal,Sextans,13.0,147.4753,0.6167
Gal_Hya_NGC 3028,NGC 3028,,Gal,Hydra,,147.4753,-19.1667
Gal_Leo_NGC 3019,NGC 3019,,Gal,Leo,15.0,147.5003,12.7334
Gal_Sex_IC  566,IC  566,,Gal,Sextans,15.0,147.5003,-0.2333
Gal_Ant_IC 2513,IC 2513,,Gal,Antlia,,147.5002,-32.8834
Gal_Ant_IC 2514,IC 2514,,Gal,Antlia,,147.5002,-32.8834
Gal_LMi_NGC 3013,NGC 3013,,Gal,Leo Minor,15.0,147.5252,33.5667
Gal_Leo_NGC 3020,NGC 3020,,Gal,Leo,13.0,147.5253,12.8167
Gal_UMa_NGC 3009,NGC 3009,,Gal,Ursa Major,14.0,147.5502,44.3001
Gal_Hya_NGC 3030,NGC 3030,,Gal,Hydra,15.0,147.5503,-12.2333
Gal_Car_NGC 3059,NGC 3059,,Gal,Carina,12.0,147.5501,-73.9167
