HD,HIP,Vmag,Fl,Cst,BayerConst
82328,46853,3.17,25,UMa,the UMa
82381,46774,5.07,6,Leo,h Leo
82383,46657,7.00,,Ant,zet01 Ant
82384,0,6.18,,Ant,zet01 Ant
82395,46771,4.99,5,Leo,ksi Leo
82434,46651,3.60,,Vel,psi Vel
82446,46776,4.54,32,Hya,tau02 Hya
82513,46734,5.91,,Ant,zet02 Ant
82522,46904,6.19,9,LMi,LMi
82554,46107,5.34,,Cha,iot Cha
82621,47006,4.47,26,UMa,UMa
82635,46952,4.54,10,LMi,LMi
82668,46701,3.16,,Vel,N Vel
82870,46982,5.56,33,Hya,A Hya
82885,47080,5.40,11,LMi,LMi
82901,46806,6.10,,Car,R Car
83023,47096,6.32,7,Leo,Leo
83058,46950,5.01,,Vel,L Vel
83095,46741,5.46,,Car,H Car
83183,46974,4.08,,Car,h Car
83189,47189,5.73,8,Leo,Leo
83240,47205,5.00,10,Leo,Leo
83273,47247,6.61,9,Leo,Leo
83287,47300,5.28,42,Lyn,Lyn
83343,47266,6.63,11,Leo,Leo
83373,47249,6.40,34,Hya,Hya
83425,47310,4.68,2,Sex,Sex
83446,47175,4.34,,Vel,M Vel
83506,47654,5.15,27,UMa,UMa
83548,47267,5.51,,Vel,y Vel
83618,47431,3.90,35,Hya,iot Hya
83650,47427,6.31,37,Hya,Hya
83754,47452,5.07,38,Hya,kap Hya
83805,47570,5.61,43,Lyn,Lyn
83808,47508,3.52,14,Leo,omi Leo
83809,47508,3.70,14,Leo,omi Leo
83821,47550,6.26,13,Leo,Leo
83944,47391,4.51,,Car,m Car
83951,47631,6.12,13,LMi,LMi
83953,47522,4.76,,Hya,I Hya
83979,46928,5.07,,Cha,zet Cha
84107,47701,5.64,15,Leo,f Leo
84179,47911,6.51,28,UMa,UMa
84194,47723,5.36,16,Leo,psi Leo
84335,47965,5.09,44,Lyn,Lyn
84367,47758,4.78,,Ant,the Ant
84441,47908,2.97,17,Leo,eps Leo
84453,47973,6.81,14,LMi,LMi
84461,47717,5.56,,Vel,O Vel
84561,47959,5.67,18,Leo,Leo
84722,48029,6.44,19,Leo,Leo
84737,48113,5.08,15,LMi,LMi
84748,48036,6.02,,Leo,R Leo
84810,47854,3.69,,Car,l Car
84999,48319,3.78,29,UMa,ups UMa
85029,48256,6.64,16,LMi,LMi
85040,48218,6.10,20,Leo,Leo
85123,48002,2.92,,Car,ups Car
85124,0,6.26,,Car,ups Car
85217,48273,6.24,4,Sex,Sex
85235,48402,4.55,30,UMa,phi UMa
85268,48324,6.45,23,Leo,Leo
85355,48224,5.09,,Vel,u Vel
85364,48341,6.01,6,Sex,Sex
85376,48390,5.29,22,Leo,g Leo
85396,47956,5.43,,Cha,nu. Cha
85444,48356,4.11,39,Hya,ups01 Hya
85503,48455,3.88,24,Leo,mu. Leo
85504,48414,6.02,7,Sex,Sex
85558,48437,5.07,8,Sex,gam Sex
85622,48374,4.58,,Vel,m Vel
85762,48552,6.72,9,Sex,Sex
85795,48682,5.27,31,UMa,UMa
86012,48742,6.55,18,LMi,LMi
86146,48833,5.11,19,LMi,LMi
86360,48883,5.26,27,Leo,nu. Leo
86440,48774,3.52,,Vel,phi Vel
86611,48990,6.69,12,Sex,Sex
86629,48926,5.23,,Ant,eta Ant
86655,0,,,Car,RR Car
86663,49029,4.68,29,Leo,pi. Leo
86728,49081,5.37,20,LMi,LMi
87301,49329,6.43,13,Sex,Sex
87504,49402,4.60,40,Hya,ups02 Hya
87682,49530,6.20,14,Sex,Sex
87696,49593,4.49,21,LMi,LMi
87737,49583,3.48,30,Leo,eta Leo
87837,49637,4.39,31,Leo,A Leo
87887,49641,4.48,15,Sex,alf Sex
87901,49669,1.36,32,Leo,alf Leo
87971,49065,5.53,,Cha,mu. Cha
88195,49812,5.91,17,Sex,Sex
88206,49712,4.85,,Vel,Q Vel
88284,49841,3.61,41,Hya,lam Hya
88333,49865,5.64,18,Sex,Sex
88351,49326,6.60,,Cha,mu.02 Cha
88355,49929,6.43,34,Leo,Leo
88366,49751,6.94,,Car,S Car
88547,50027,5.77,19,Sex,Sex
88651,50222,6.18,,UMa,U UMa
88697,50100,7.37,20,Sex,Sex
88764,50140,6.97,21,Sex,Sex
88786,50218,6.47,22,LMi,LMi
88955,50191,3.85,,Vel,q Vel
88960,50303,5.49,23,LMi,LMi
88981,50083,5.15,,Car,M Car
88983,50448,5.74,32,UMa,UMa
88986,50316,6.46,24,LMi,LMi
89010,50319,5.95,35,Leo,Leo
89021,50372,3.45,33,UMa,lam UMa
89025,50335,3.43,36,Leo,zet Leo
89056,50333,5.42,37,Leo,Leo
89080,50099,3.29,,Car,ome Car
89125,50384,5.81,39,Leo,Leo
89254,50414,5.25,22,Sex,eps Sex
89388,50371,3.39,,Car,q Car
89449,50564,4.78,40,Leo,Leo
89484,50583,2.01,41,Leo,gam01 Leo
89485,0,3.80,41,Leo,gam02 Leo
89688,50684,6.66,23,Sex,Sex
89758,50801,3.06,34,UMa,mu. UMa
89774,50755,6.16,42,Leo,Leo
89890,50676,4.50,,Vel,J Vel
89904,50860,5.89,27,LMi,LMi
89962,50851,6.06,43,Leo,Leo
89998,50799,4.82,,Vel,r Vel
90040,50935,5.52,28,LMi,LMi
90044,50885,5.93,25,Sex,Sex
90250,51047,6.49,29,LMi,LMi
90254,51008,5.61,44,Leo,Leo
90264,50847,4.97,,Car,L Car
90277,51056,4.72,30,LMi,LMi
90432,51069,3.83,42,Hya,mu. Hya
90473,51117,6.33,26,Sex,Sex
90485,51135,6.55,27,Sex,Sex
90537,51233,4.20,31,LMi,bet LMi
90569,51213,6.01,45,Leo,Leo
90589,50954,3.99,,Car,I Car
90610,51172,4.28,,Ant,alf Ant
90633,51401,6.32,35,UMa,UMa
90772,51192,4.65,,Car,P Car
90839,51459,4.82,36,UMa,UMa
90840,51420,5.79,32,LMi,LMi
90853,51232,3.81,,Car,s Car
90882,51362,5.19,29,Sex,del Sex
90972,51376,5.57,,Ant,del Ant
90994,51437,5.08,30,Sex,bet Sex
91011,51451,6.98,31,Sex,Sex
91130,51556,5.90,33,LMi,LMi
91232,51585,5.43,46,Leo,Leo
91316,51624,3.84,47,Leo,rho Leo
91324,51523,4.89,,Vel,Y Vel
91355,51561,5.76,,Vel,s Vel
91365,51685,5.57,34,LMi,LMi
91369,51614,7.81,,Hya,phi01 Hya
91375,51438,4.72,,Car,K Car
91465,51576,3.30,,Car,p Car
91480,51814,5.16,37,UMa,UMa
91504,51635,5.02,,Vel,t Vel
91550,51718,5.08,44,Hya,Hya
91612,51775,5.07,48,Leo,Leo
91636,51802,5.67,49,Leo,Leo
91752,51914,6.29,35,LMi,LMi
91793,51821,5.50,,Ant,U Ant
91880,51905,6.01,,Hya,phi02 Hya
91942,51849,4.45,,Car,r Car
92000,52032,6.42,36,LMi,LMi
92055,52009,4.89,,Hya,U Hya
92063,51912,5.08,,Car,t01 Car
92125,52098,4.68,37,LMi,LMi
92139,51986,3.84,,Vel,p Vel
92168,52139,5.84,38,LMi,LMi
92214,52085,4.91,,Hya,phi Hya
92305,51839,4.11,,Cha,gam Cha
92397,52102,4.69,,Car,t02 Car
92424,52353,5.12,38,UMa,UMa
92449,52154,4.29,,Vel,x Vel
92588,52316,6.25,33,Sex,Sex
92728,52478,5.79,39,UMa,UMa
92749,52401,6.57,34,Sex,Sex
92763,52546,10.10,,UMa,R UMa
92769,52422,5.51,40,LMi,LMi
92825,52457,5.08,41,LMi,LMi
92841,52452,5.77,35,Sex,Sex
93030,52419,2.74,,Car,the Car
93070,52468,4.58,,Car,w Car
93075,52650,7.22,40,UMa,UMa
93102,52584,6.27,36,Sex,Sex
93132,52685,6.34,41,UMa,UMa
93152,52638,5.36,42,LMi,LMi
93244,52660,6.38,37,Sex,Sex
93257,52686,5.50,51,Leo,m Leo
93291,52689,5.49,52,Leo,k Leo
93308,0,6.21,,Car,eta Car
93397,52737,5.44,,Hya,b01 Hya
93497,52727,2.69,,Vel,mu. Vel
93636,52882,6.15,43,LMi,LMi
93702,52911,5.32,53,Leo,l Leo
93742,52913,6.61,40,Sex,Sex
93765,52959,6.05,44,LMi,LMi
93779,52595,5.46,,Cha,del01 Cha
93813,52943,3.11,,Hya,nu. Hya
93845,52633,4.45,,Cha,del02 Cha
93859,53043,5.66,43,UMa,UMa
93875,53064,5.57,42,UMa,UMa
93903,52980,5.80,41,Sex,Sex
94247,53261,5.12,44,UMa,UMa
94264,53229,3.79,46,LMi,LMi
94334,53295,4.66,45,UMa,ome UMa
94388,53252,5.23,,Hya,b03 Hya
94402,53273,5.45,,Leo,p01 Leo
94480,53355,6.19,48,LMi,LMi
94497,53377,5.73,47,LMi,LMi
94510,53253,3.78,,Car,u Car
94600,53426,5.02,46,UMa,UMa
94601,53417,4.30,54,Leo,Leo
94602,0,6.30,54,Leo,Leo
94672,53423,5.91,55,Leo,Leo
94705,53449,5.91,56,Leo,Leo
94747,53492,6.36,50,LMi,LMi
94776,53394,5.93,,Car,T Car
94890,53502,4.60,,Ant,iot Ant
95128,53721,5.03,47,UMa,UMa
95272,53740,4.08,7,Crt,alf Crt
95310,53838,5.06,49,UMa,UMa
95345,53807,4.84,58,Leo,d Leo
95370,53773,4.37,,Vel,i Vel
95382,53824,4.98,59,Leo,c Leo
95418,53910,2.34,48,UMa,bet UMa
95578,53907,4.73,61,Leo,p02 Leo
95608,53954,4.42,60,Leo,b Leo
95689,54061,1.81,50,UMa,alf UMa
95849,54049,5.95,62,Leo,p03 Leo
95934,54136,6.01,51,UMa,UMa
96094,54196,7.80,51,LMi,LMi
96097,54182,4.62,63,Leo,chi Leo
96124,53702,6.19,,Oct,eta Oct
96202,54204,4.92,,Hya,chi01 Hya
96314,54255,5.69,,Hya,chi02 Hya
96418,54347,6.86,52,LMi,LMi
96436,54336,5.52,65,Leo,p04 Leo
96528,54388,6.48,64,Leo,Leo
96566,54301,4.62,,Car,z Car
96738,54487,5.70,67,Leo,Leo
96833,54539,3.00,52,UMa,psi UMa
96918,54463,3.93,,Car,x Car
96919,54461,5.11,,Car,z02 Car
97277,54682,4.46,11,Crt,bet Crt
97411,54742,6.11,,Crt,psi Crt
97534,54751,4.59,,Car,y Car
97585,54849,5.40,69,Leo,p05 Leo
97603,54872,2.56,68,Leo,del Leo
97633,54879,3.33,70,Leo,the Leo
97778,54951,4.56,72,Leo,Leo
97907,55016,5.31,73,Leo,n Leo
98058,55084,4.45,74,Leo,phi Leo
98118,55137,5.18,75,Leo,Leo
98230,55203,3.79,53,UMa,ksi UMa
98231,0,4.41,53,UMa,ksi UMa
98262,55219,3.49,54,UMa,nu. UMa
98353,55266,4.76,55,UMa,UMa
98366,55249,5.90,76,Leo,Leo
98430,55282,3.56,12,Crt,del Crt
98664,55434,4.05,77,Leo,sig Leo
98718,55425,3.90,,Cen,pi. Cen
98824,55533,7.31,71,Leo,Leo
98839,55560,4.99,56,UMa,UMa
98991,55598,5.08,13,Crt,lam Crt
99028,55642,4.00,78,Leo,iot Leo
99055,55650,5.39,79,Leo,Leo
99167,55687,4.81,14,Crt,eps Crt
99211,55705,4.06,15,Crt,gam Crt
99285,55765,5.58,81,Leo,Leo
99329,55791,6.35,80,Leo,Leo
99491,55846,6.49,83,Leo,Leo
99564,55874,5.93,16,Crt,kap Crt
99648,55945,4.95,84,Leo,tau Leo
99787,56034,5.30,57,UMa,UMa
99902,56080,5.74,85,Leo,Leo
99984,56148,5.94,58,UMa,UMa
99998,56127,4.77,87,Leo,e Leo
100006,56146,5.54,86,Leo,Leo
100029,56211,3.82,1,Dra,lam Dra
100180,56242,6.27,88,Leo,Leo
100261,56243,5.07,,Cen,omi01 Cen
100262,56250,5.12,,Cen,omi02 Cen
100286,56280,4.93,17,Crt,Crt
100287,0,5.64,17,Crt,Crt
100407,56343,3.54,,Hya,ksi Hya
100563,56445,5.76,89,Leo,Leo
100600,56473,5.95,90,Leo,Leo
100673,56480,4.62,,Cen,A Cen
100696,56583,5.19,2,Dra,Dra
100733,56518,5.64,,Cen,C01 Cen
100825,56573,5.26,,Cen,C02 Cen
100841,56561,3.11,,Cen,lam Cen
100889,56633,4.70,21,Crt,the Crt
100920,56647,4.30,91,Leo,ups Leo
101067,56700,5.46,,Cen,C03 Cen
101107,56770,5.56,59,UMa,UMa
101132,56675,5.64,,Cha,pi. Cha
101133,56789,6.09,60,UMa,UMa
101153,56779,5.24,1,Vir,ome Vir
101198,56802,5.48,24,Crt,iot Crt
101431,56922,4.70,,Hya,omi Hya
101484,56975,5.26,92,Leo,Leo
101501,56997,5.31,61,UMa,UMa
101606,57029,5.73,62,UMa,UMa
101673,57111,5.32,3,Dra,Dra
102070,57283,4.71,27,Crt,zet Crt
102124,57328,4.84,2,Vir,ksi Vir
102212,57380,4.04,3,Vir,nu. Vir
102224,57399,3.69,63,UMa,chi UMa
102249,57363,3.63,,Mus,lam Mus
102509,57565,4.50,93,Leo,Leo
102510,57562,5.31,4,Vir,A01 Vir
102584,57581,4.75,,Mus,mu. Mus
102647,57632,2.14,94,Leo,bet Leo
102776,57669,4.30,,Cen,j Cen
102870,57757,3.59,5,Vir,bet Vir
102964,57803,4.47,,Cen,B Cen
103192,57936,4.29,,Hya,bet Hya
103287,58001,2.41,64,UMa,gam UMa
103483,58112,6.54,65,UMa,UMa
103484,58110,5.58,6,Vir,A02 Vir
103498,58117,7.16,65,UMa,UMa
103578,58159,5.53,95,Leo,o Leo
103605,58181,5.83,66,UMa,UMa
103632,58188,5.17,30,Crt,eta Crt
104174,58484,4.88,,Cha,eps Cha
104181,58510,5.36,7,Vir,b Vir
104321,58590,4.65,8,Vir,pi. Vir
104337,58587,5.28,31,Crt,Crt
104452,58661,6.57,1,Com,Com
104513,58684,5.22,67,UMa,UMa
104671,58758,4.32,,Cru,the01 Cru
104747,58799,6.51,89,Cen,Cen
104827,58858,5.89,2,Com,Com
104841,58867,4.72,,Cru,the02 Cru
104902,58905,5.04,,Cha,kap Cha
104979,58948,4.12,9,Vir,omi Vir
105211,59072,4.14,,Cru,eta Cru
105416,59184,5.34,,Cen,E Cen
105435,59196,2.58,,Cen,del Cen
105452,59199,4.02,1,Crv,alf Crv
105639,59285,5.95,10,Vir,Vir
105702,59309,5.72,11,Vir,Vir
105707,59316,3.02,2,Crv,eps Crv
105778,59352,6.40,3,Com,Com
105850,59394,5.45,3,Crv,Crv
105937,59449,3.97,,Cen,rho Cen
105981,59468,5.66,4,Com,Com
106002,59458,6.34,68,UMa,UMa
106057,59501,5.60,5,Com,Com
106111,59551,6.05,,Mus,S Mus
106251,59608,5.85,12,Vir,Vir
106321,59654,5.31,,Cen,D Cen
106478,59708,6.18,1,CVn,CVn
106490,59747,2.79,,Cru,del Cru
106591,59774,3.32,69,UMa,del UMa
106625,59803,2.58,4,Crv,gam Crv
106661,59819,5.09,6,Com,Com
106690,59831,5.69,2,CVn,CVn
106714,59847,4.93,7,Com,Com
106849,59929,4.06,,Mus,eps Mus
106911,60000,4.24,,Cha,bet Cha
106983,60009,4.06,,Cru,zet Cru
107070,60030,5.90,13,Vir,Vir
107079,60059,5.01,,Cen,F Cen
107168,60087,6.26,8,Com,Com
107199,60106,,,Crv,R Crv
107213,60098,6.38,9,Com,Com
107259,60129,3.89,15,Vir,eta Vir
107274,60122,5.28,3,CVn,CVn
107276,60123,6.64,10,Com,Com
107328,60172,4.97,16,Vir,c Vir
107348,60189,5.20,5,Crv,zet Crv
107383,60202,4.72,11,Com,Com
107446,60260,3.59,,Cru,eps Cru
107465,60212,5.54,70,UMa,UMa
107566,60320,5.15,,Mus,zet02 Mus
107567,60329,5.73,,Mus,zet01 Mus
107700,60351,4.78,12,Com,Com
107701,0,8.60,12,Com,Com
107705,60353,6.46,17,Vir,Vir
107815,60425,5.66,6,Crv,Crv
107832,60449,5.32,,Cen,x01 Cen
107904,60467,6.03,4,CVn,CVn
107950,60485,4.76,5,CVn,CVn
107966,60514,5.17,13,Com,Com
108114,60610,5.71,,Cen,x02 Cen
108135,60584,5.82,71,UMa,UMa
108225,60646,5.01,6,CVn,CVn
108248,60718,0.77,,Cru,alf01 Cru
108249,0,1.73,,Cru,alf02 Cru
108250,0,4.86,256,Cru,Cru
108257,60710,4.82,,Cen,G Cen
108283,60697,4.92,14,Com,Com
108346,60712,7.09,72,UMa,UMa
108381,60742,4.35,15,Com,gam Com
108382,60746,4.98,16,Com,Com
108483,60823,3.91,,Cen,sig Cen
108502,60795,5.68,73,UMa,UMa
108541,60855,5.45,,Cen,u Cen
108651,60891,6.63,17,Com,Com
108662,60904,5.29,17,Com,Com
108722,60941,5.47,18,Com,Com
108765,60957,5.68,20,Com,Com
108767,60965,2.94,7,Crv,del Crv
108844,60978,5.37,74,UMa,UMa
108845,60988,6.21,7,CVn,CVn
108861,60992,6.07,75,UMa,UMa
108903,61084,1.59,,Cru,gam Cru
108907,60998,5.01,4,Dra,Dra
108925,0,6.42,,Cru,gam Cru
108945,61071,5.47,21,Com,Com
108968,61136,5.49,35,Cru,Cru
109026,61199,3.84,,Mus,gam Mus
109085,61174,4.30,8,Crv,eta Crv
109217,61246,6.29,20,Vir,Vir
109307,61295,6.28,22,Com,Com
109309,61318,5.48,21,Vir,q Vir
109358,61317,4.24,8,CVn,bet CVn
109372,61404,6.11,,Mus,BO Mus
109379,61359,2.65,9,Crv,bet Crv
109387,61281,3.85,5,Dra,kap Dra
109485,61394,4.80,23,Com,Com
109510,61415,6.57,24,Com,Com
109511,61418,5.03,24,Com,Com
109551,61384,4.95,6,Dra,Dra
109668,61585,2.69,,Mus,alf Mus
109704,61558,5.88,25,Vir,f Vir
109729,61532,5.50,,UMa,T UMa
109742,61571,5.70,25,Com,Com
109787,61622,3.85,,Cen,tau Cen
109914,61667,7.08,,Vir,R Vir
109980,61692,6.35,9,CVn,CVn
110014,61740,4.66,26,Vir,chi Vir
110024,61724,5.49,26,Com,Com
110073,61789,4.63,,Cen,l Cen
110304,61932,2.20,,Cen,gam Cen
110311,61981,6.31,,Mus,R Mus
110335,61966,4.91,39,Cru,Cru
110377,61937,6.22,27,Vir,Vir
110379,61941,2.74,29,Vir,gam Vir
110380,0,3.68,29,Vir,gam Vir
110411,61960,4.88,30,Vir,rho Vir
110418,61969,6.81,28,Vir,Vir
110423,61968,5.57,31,Vir,d01 Vir
110458,62012,4.66,,Cen,w Cen
110462,61936,6.02,76,UMa,UMa
110829,62268,4.69,,Cru,iot Cru
110879,62322,3.04,,Mus,bet Mus
110897,62207,5.95,10,CVn,CVn
110914,62223,5.42,,CVn,Y CVn
110951,62267,5.22,32,Vir,d02 Vir
111028,62325,5.65,33,Vir,Vir
111067,62356,5.12,27,Com,Com
111123,62434,1.25,,Cru,bet Cru
111164,62394,6.11,34,Vir,Vir
111239,62443,6.42,35,Vir,Vir
111308,62478,6.47,28,Com,Com
111335,62423,5.43,7,Dra,Dra
111397,62541,5.71,29,Com,Com
111421,62516,6.25,11,CVn,CVn
111469,62576,5.76,30,Com,Com
111482,63031,5.45,,Oct,iot Oct
111597,62683,4.90,,Cen,p Cen
111765,62757,6.02,37,Vir,Vir
111812,62763,4.93,31,Com,Com
111862,62807,6.32,32,Com,Com
111915,62867,4.33,,Cen,e Cen
111968,62896,4.25,,Cen,n Cen
111973,62931,5.89,,Cru,kap Cru
111998,62875,6.11,38,Vir,Vir
112033,62886,4.89,35,Com,Com
112078,63007,4.62,,Cru,lam Cru
112091,63005,5.08,,Cru,mu.02 Cru
112092,63003,4.03,,Cru,mu.01 Cru
112097,62933,6.25,41,Vir,Vir
112142,62985,4.77,40,Vir,psi Vir
112185,62956,1.76,77,UMa,eps UMa
112264,63024,5.75,,CVn,TU CVn
112300,63090,3.39,43,Vir,del Vir
112409,63210,5.17,,Cen,H Cen
112412,63121,5.61,12,CVn,alf01 CVn
112413,63125,2.89,12,CVn,alf02 CVn
112429,63076,5.23,8,Dra,Dra
112559,63152,6.63,,Dra,RY Dra
112769,63355,4.76,36,Com,Com
112846,63414,5.79,44,Vir,k Vir
112985,63613,3.61,,Mus,del Mus
112989,63462,4.88,37,Com,Com
112992,63494,5.99,46,Vir,Vir
113092,63432,5.37,9,Dra,Dra
113095,63533,5.97,38,Com,Com
113139,63503,4.93,78,UMa,UMa
113226,63608,2.85,47,Vir,eps Vir
113314,63724,4.83,,Cen,ksi01 Cen
113459,63750,6.62,48,Vir,Vir
113703,63945,4.71,,Cen,f Cen
113791,64004,4.27,,Cen,ksi02 Cen
113797,63901,5.20,14,CVn,CVn
113848,63948,6.00,39,Com,Com
113866,63950,5.53,40,Com,Com
113904,64094,5.44,,Mus,the Mus
113996,64022,4.80,41,Com,Com
114038,64078,5.15,49,Vir,Vir
114113,64122,5.57,,Vir,g Vir
114149,64166,4.94,45,Hya,psi Hya
114287,64224,5.95,50,Vir,Vir
114330,64238,4.38,51,Vir,the Vir
114376,64217,6.25,15,CVn,CVn
114378,64241,4.32,42,Com,alf Com
114379,0,5.22,42,Com,alf Com
114447,64246,5.91,17,CVn,CVn
114642,64407,5.04,53,Vir,Vir
114710,64394,4.23,43,Com,bet Com
114846,64520,6.26,54,Vir,Vir
114911,64661,4.79,,Mus,eta Mus
114946,64577,5.31,55,Vir,Vir
115062,64625,6.95,56,Vir,Vir
115202,64725,5.21,57,Vir,Vir
115271,64692,5.77,19,CVn,CVn
115310,64803,5.10,,Cen,r Cen
115383,64792,5.19,59,Vir,e Vir
115521,64852,4.78,60,Vir,sig Vir
115604,64844,4.72,20,CVn,CVn
115617,64924,4.74,61,Vir,Vir
115659,64962,2.99,46,Hya,gam Hya
115735,64906,5.14,21,CVn,CVn
115892,65109,2.75,,Cen,iot Cen
115903,65074,6.73,62,Vir,Vir
116010,65072,5.60,23,CVn,CVn
116087,65271,4.52,,Cen,J Cen
116235,65241,5.89,64,Vir,Vir
116243,65387,4.52,,Cen,m Cen
116244,65468,5.04,,Mus,iot01 Mus
116292,65301,5.36,63,Vir,Vir
116365,65323,5.88,65,Vir,Vir
116568,65420,5.76,66,Vir,Vir
116579,65628,6.62,,Mus,iot02 Mus
116656,65378,2.23,79,UMa,zet UMa
116657,0,3.95,79,UMa,zet UMa
116658,65474,0.98,67,Vir,alf Vir
116842,65477,3.99,80,UMa,g UMa
116870,65581,5.27,68,Vir,i Vir
116976,65639,4.76,69,Vir,Vir
117150,65810,5.04,,Cen,K Cen
117176,65721,4.97,70,Vir,Vir
117287,65835,6.40,,Hya,R Hya
117304,65790,5.65,71,Vir,Vir
117374,66753,5.56,,Oct,kap Oct
117436,65892,6.10,72,Vir,Vir
117440,65936,3.90,,Cen,d Cen
117661,66015,6.01,73,Vir,Vir
117675,66006,4.68,74,Vir,l Vir
117789,66091,5.52,75,Vir,Vir
117818,66098,5.21,76,Vir,h Vir
117833,66100,6.68,,Vir,S Vir
117878,66131,7.12,77,Vir,Vir
118022,66200,4.92,78,Vir,o Vir
118054,66247,5.92,,Vir,y Vir
118098,66249,3.38,79,Vir,zet Vir
118214,66198,5.60,81,UMa,UMa
118219,66320,5.70,80,Vir,Vir
118232,66234,4.68,24,CVn,CVn
118623,66458,4.82,25,CVn,CVn
118716,66657,2.29,,Cen,eps Cen
118991,66821,4.99,,Cen,Q Cen
119024,66634,5.46,82,UMa,UMa
119055,66727,5.73,1,Boo,Boo
119090,66825,6.58,,Cen,T Cen
119126,66763,5.63,2,Boo,Boo
119149,66803,5.03,82,Vir,m Vir
119228,66738,4.63,83,UMa,UMa
119425,66936,5.35,84,Vir,Vir
119605,67057,5.55,83,Vir,Vir
119756,67153,4.23,1,Cen,i Cen
119786,67139,6.18,85,Vir,Vir
119834,67234,4.64,,Cen,M Cen
119853,67172,5.50,86,Vir,Vir
119921,67244,5.15,,Cen,z Cen
120052,67288,5.41,87,Vir,Vir
120064,67239,5.97,3,Boo,Boo
120136,67275,4.50,4,Boo,tau Boo
120198,67231,5.68,84,UMa,UMa
120307,67464,3.41,,Cen,nu. Cen
120315,67301,1.85,85,UMa,eta UMa
120323,67457,4.19,2,Cen,g Cen
120324,67472,3.47,,Cen,mu. Cen
120452,67494,4.96,89,Vir,Vir
120477,67459,4.05,5,Boo,ups Boo
120499,67410,7.40,,CVn,R CVn
120539,67480,4.92,6,Boo,e Boo
120642,67703,5.26,,Cen,N Cen
120709,67669,4.32,3,Cen,k Cen
120710,0,6.06,3,Cen,k Cen
120955,67786,4.75,4,Cen,h Cen
120987,67819,5.53,,Cen,y Cen
121107,67787,5.71,7,Boo,Boo
121130,67627,4.58,10,Dra,i Dra
121263,68002,2.55,,Cen,zet Cen
121299,67929,5.16,90,Vir,p Vir
121370,67927,2.68,8,Boo,eta Boo
121409,67848,5.70,86,UMa,UMa
121607,68092,5.90,92,Vir,Vir
121710,68103,5.02,9,Boo,Boo
121743,68245,3.83,,Cen,phi Cen
121790,68282,3.87,,Cen,ups01 Cen
121847,68269,5.20,47,Hya,Hya
121996,68276,5.76,10,Boo,Boo
122066,68390,5.77,48,Hya,Hya
122223,68523,4.34,,Cen,ups02 Cen
122250,68815,5.69,,Aps,the Aps
122405,68478,6.23,11,Boo,Boo
122408,68520,4.23,93,Vir,tau Vir
122451,68702,0.61,,Cen,bet Cen
122980,68862,4.36,,Cen,chi Cen
123123,68895,3.25,49,Hya,pi. Hya
123139,68933,2.06,5,Cen,the Cen
123177,68888,6.54,94,Vir,Vir
123255,68940,5.46,95,Vir,Vir
123299,68756,3.67,11,Dra,alf Dra
123630,69127,6.45,96,Vir,Vir
123782,69068,5.26,13,Boo,Boo
123998,69896,4.89,,Aps,eta Aps
123999,69226,4.82,12,Boo,d Boo
124063,68956,6.43,3,UMi,UMi
124206,69415,5.07,50,Hya,Hya
124294,69427,4.18,98,Vir,kap Vir
124547,69112,4.80,4,UMi,UMi
124570,69536,5.53,14,Boo,Boo
124601,69754,6.39,,Cen,R Cen
124674,69481,6.62,17,Boo,kap01 Boo
124675,69483,4.53,17,Boo,kap02 Boo
124679,69612,5.29,15,Boo,Boo
124771,70248,5.06,,Aps,eps Aps
124850,69701,4.07,99,Vir,iot Vir
124882,70638,4.31,,Oct,del Oct
124897,69673,-0.05,16,Boo,alf Boo
125161,69713,4.75,21,Boo,iot Boo
125162,69732,4.18,19,Boo,lam Boo
125180,69829,5.84,101,Vir,Vir
125238,69996,3.55,,Lup,iot Lup
125248,69929,5.86,,Vir,CS Vir
125288,70069,4.30,,Cen,v Cen
125337,69974,4.52,100,Vir,lam Vir
125351,69879,4.80,,Boo,A Boo
125451,69989,5.41,18,Boo,Boo
125454,70012,5.14,102,Vir,ups Vir
125473,70090,4.05,,Cen,psi Cen
125560,70027,4.84,20,Boo,Boo
125823,70300,4.41,,Cen,a Cen
125932,70306,4.78,51,Hya,k Hya
126035,70336,6.22,2,Lib,Lib
126341,70574,4.56,,Lup,tau01 Lup
126354,70576,4.33,,Lup,tau02 Lup
126660,70497,4.04,23,Boo,the Boo
126661,70602,5.40,22,Boo,f Boo
126722,70680,6.18,104,Vir,Vir
126769,70753,4.97,52,Hya,l Hya
126868,70755,4.81,105,Vir,phi Vir
126927,70794,5.42,106,Vir,Vir
127243,70791,5.58,24,Boo,g Boo
127381,71121,4.44,,Lup,sig Lup
127665,71053,3.57,25,Boo,rho Boo
127700,70692,4.25,5,UMi,UMi
127739,71115,5.91,26,Boo,Boo
127762,71075,3.04,27,Boo,gam Boo
127972,71352,2.33,,Cen,eta Cen
128167,71284,4.47,28,Boo,sig Boo
128266,71500,5.39,,Lup,a Lup
128345,71536,4.05,,Lup,rho Lup
128609,71490,11.70,,Boo,R Boo
128620,71683,-0.01,,Cen,alf Cen
128621,71681,1.35,,Cen,alf Cen
128898,71908,3.18,,Cir,alf Cir
129002,71618,5.39,33,Boo,Boo
129056,71860,2.30,,Lup,alf Lup
